X,Y
0.00000,9662.553
0.13342,9823.653
0.26684,10472.542
0.40027,11540.258
0.53369,13360.157
0.66711,14911.145
0.80053,13855.179
0.93395,12896.501
1.06737,11839.958
1.20080,11686.146
1.33422,11824.751
1.46764,11999.229
1.60106,13100.479
1.73448,12834.351
1.86791,12550.600
2.00133,12661.991
2.13475,12761.951
2.26817,12707.346
2.40159,12741.431
2.53502,13269.686
2.66844,13423.287
2.80186,12578.610
2.93528,12645.308
3.06870,12894.974
3.20212,11965.401
3.33555,11775.652
3.46897,11371.476
3.60239,11368.226
3.73581,11412.365
3.86923,11501.137
