0.0000	12589.0928
0.1334	11858.4199
0.2668	13161.4229
0.4003	13111.5645
0.5337	12706.5322
0.6671	12446.3516
0.8005	12824.8018
0.9340	14497.9854
1.0674	14820.0469
1.2008	13529.9775
1.3342	12902.9502
1.4676	12777.2812
1.6011	12964.8115
1.7345	12819.3506
1.8679	12422.2334
2.0013	12246.1631
2.1347	12958.0732
2.2682	13980.8350
2.4016	14175.4092
2.5350	14625.5352
2.6684	14299.3428
2.8019	14222.2754
2.9353	14352.6279
3.0687	15527.9590
3.2021	16475.5137
3.3355	14200.3799
3.4690	11266.8105
3.6024	10069.4805
3.7358	9684.8359
