X,Y
0.00000,39573.320
0.13342,40936.160
0.26684,39926.719
0.40027,38902.809
0.53369,39304.129
0.66711,38873.723
0.80053,39915.074
0.93395,39084.969
1.06737,40103.676
1.20080,40806.598
1.33422,41021.844
1.46764,40695.031
1.60106,42223.793
1.73448,41318.238
1.86791,41190.832
2.00133,42602.492
2.13475,42312.129
2.26817,42900.781
2.40159,41423.945
2.53502,40823.203
2.66844,41020.754
2.80186,43430.203
2.93528,45584.211
3.06870,52943.562
3.20212,76228.602
3.33555,99732.008
3.46897,93538.688
3.60239,65710.734
3.73581,47958.633
3.86923,41430.574
