X,Y
0.00000,39198.270
0.13342,39709.227
0.26684,40205.398
0.40027,38981.602
0.53369,38994.973
0.66711,39479.012
0.80053,39234.137
0.93395,40896.098
1.06737,37759.809
1.20080,39206.645
1.33422,38658.434
1.46764,38754.078
1.60106,36302.281
1.73448,38132.816
1.86791,38746.637
2.00133,37359.398
2.13475,37896.027
2.26817,37769.629
2.40159,37025.352
2.53502,38493.926
2.66844,37233.891
2.80186,38829.789
2.93528,39868.387
3.06870,44250.277
3.20212,51687.242
3.33555,62312.414
3.46897,61467.965
3.60239,49698.336
3.73581,43570.590
