X,Y
0.00000,13944.658
0.13342,14517.486
0.26684,15637.348
0.40027,18746.541
0.53369,22867.229
0.66711,24185.148
0.80053,23485.678
0.93395,23982.449
1.06737,23616.008
1.20080,22709.916
1.33422,20514.098
1.46764,17539.684
