X,Y
0.00000,33146.418
0.13342,31841.297
0.26684,31857.930
0.40027,32940.223
0.53369,33156.492
0.66711,32322.816
0.80053,31417.238
0.93395,33864.672
1.06737,33683.906
1.20080,31778.477
1.33422,30387.248
1.46764,30830.930
1.60106,31883.803
1.73448,32408.521
1.86791,32432.271
2.00133,30908.213
2.13475,31469.885
2.26817,32017.223
2.40159,33772.613
2.53502,32601.727
2.66844,32706.471
2.80186,32980.508
2.93528,33282.871
3.06870,34680.523
3.20212,33391.895
3.33555,34833.914
3.46897,37790.715
3.60239,41083.570
3.73581,48188.953
3.86923,47627.891
4.00266,40876.039
4.13608,37499.328
4.26950,35110.000
4.40292,33795.191
4.53634,31791.717
