X,Y
0.00000,36761.391
0.13342,36272.246
0.26684,35886.609
0.40027,36824.535
0.53369,37916.723
0.66711,38650.055
0.80053,38982.285
0.93395,38847.797
1.06737,38361.680
1.20080,39828.160
1.33422,39133.734
1.46764,40921.324
1.60106,41841.961
1.73448,41509.371
1.86791,38730.418
2.00133,38404.504
2.13475,40188.043
2.26817,40912.719
2.40159,40016.223
2.53502,39369.375
2.66844,37835.859
2.80186,38302.000
2.93528,38946.438
3.06870,39129.637
3.20212,39822.035
3.33555,42749.949
3.46897,46704.484
3.60239,60576.918
3.73581,96546.086
3.86923,143177.375
4.00266,141824.766
4.13608,93340.633
4.26950,60281.324
4.40292,50098.801
