X,Y
0.00000,12770.028
0.13342,14584.754
0.26684,18107.600
0.40027,28315.672
0.53369,48784.504
0.66711,52577.090
0.80053,38177.820
0.93395,28206.402
1.06737,24039.355
1.20080,23099.170
1.33422,22428.479
1.46764,22451.311
1.60106,22246.926
1.73448,22735.490
1.86791,21936.861
2.00133,22426.557
2.13475,23584.473
2.26817,23291.777
2.40159,22419.422
2.53502,22873.533
2.66844,22630.680
2.80186,23981.984
2.93528,25751.883
3.06870,26077.604
3.20212,22927.656
3.33555,19619.088
3.46897,18375.291
3.60239,19597.633
3.73581,21823.912
3.86923,23581.232
4.00266,21214.361
4.13608,16618.188
4.26950,15600.250
4.40292,13770.775
