X,Y
0.00000,40455.484
0.13342,38959.793
0.26684,42087.574
0.40027,43781.258
0.53369,49335.973
0.66711,64195.738
0.80053,85397.234
0.93395,86507.844
1.06737,65125.539
1.20080,49102.477
1.33422,44620.801
1.46764,42493.617
