X,Y
0.00000,35326.840
0.13342,34846.543
0.26684,35346.207
0.40027,35391.379
0.53369,35847.594
0.66711,34570.625
0.80053,36279.793
0.93395,36331.703
1.06737,35944.691
1.20080,36420.547
1.33422,36653.355
1.46764,36781.770
1.60106,36884.641
1.73448,37301.344
1.86791,37729.988
2.00133,35912.996
2.13475,37256.379
2.26817,37764.277
2.40159,38028.391
2.53502,39509.945
2.66844,43969.965
2.80186,54153.613
2.93528,85157.516
3.06870,114896.352
3.20212,105788.523
3.33555,73500.133
3.46897,60091.305
3.60239,56760.035
