X,Y
0.00000,35726.223
0.13342,35052.004
0.26684,33790.297
0.40027,36323.195
0.53369,34969.410
0.66711,33937.141
0.80053,33827.000
0.93395,34173.082
1.06737,33366.051
1.20080,34000.867
1.33422,32899.852
1.46764,34306.863
1.60106,34585.723
1.73448,34271.301
1.86791,34438.547
2.00133,35229.504
2.13475,34209.012
2.26817,35280.625
2.40159,38467.148
2.53502,47079.727
2.66844,63493.941
2.80186,81925.094
2.93528,77226.117
3.06870,56348.715
3.20212,41094.590
3.33555,37053.715
3.46897,34389.332
3.60239,35034.145
