X,Y
0.00000,13884.479
0.13342,14278.032
0.26684,15996.758
0.40027,18953.625
0.53369,21319.174
0.66711,20096.410
0.80053,17874.197
0.93395,17543.869
1.06737,17019.629
1.20080,16513.186
1.33422,16182.541
1.46764,15974.186
1.60106,16573.262
1.73448,16297.170
1.86791,17033.855
2.00133,17467.543
2.13475,18656.510
2.26817,21447.340
2.40159,21364.256
2.53502,19149.350
2.66844,16778.207
2.80186,15183.625
2.93528,13850.012
3.06870,13376.267
3.20212,13152.500
3.33555,13330.188
3.46897,13387.683
3.60239,13272.899
