X,Y
0.00000,14790.744
0.13342,16468.779
0.26684,23716.352
0.40027,33534.125
0.53369,34155.777
0.66711,28654.338
0.80053,25867.607
0.93395,24687.414
1.06737,23171.416
1.20080,22318.607
1.33422,22464.262
1.46764,21431.832
1.60106,21116.100
1.73448,20430.322
1.86791,21260.449
2.00133,20953.545
2.13475,19212.332
2.26817,20689.990
2.40159,20122.340
2.53502,19516.551
2.66844,19918.318
2.80186,20692.357
2.93528,21992.883
3.06870,21622.816
3.20212,20660.354
3.33555,18012.762
3.46897,16428.740
3.60239,15185.351
3.73581,14993.102
