X,Y
0.00000,17329.264
0.13342,18595.160
0.26684,21616.006
0.40027,29428.375
0.53369,40397.680
0.66711,43309.844
0.80053,35354.875
0.93395,29305.176
1.06737,24361.639
1.20080,20841.936
1.33422,19525.371
1.46764,18938.164
1.60106,18458.734
1.73448,18100.074
1.86791,18919.281
2.00133,19168.689
2.13475,19802.199
2.26817,20540.318
2.40159,18834.953
2.53502,19136.318
2.66844,20580.627
2.80186,21249.232
2.93528,23171.945
3.06870,22304.410
3.20212,20312.566
3.33555,18568.328
3.46897,17222.719
3.60239,16236.525
3.73581,15681.789
3.86923,14811.927
4.00266,14480.495
