X,Y
0.00000,10043.390
0.13342,10094.854
0.26684,12346.543
0.40027,16432.348
0.53369,17339.441
0.66711,16058.241
0.80053,14329.455
0.93395,13776.256
1.06737,13767.379
1.20080,14469.376
1.33422,14178.577
1.46764,14015.020
1.60106,14204.433
1.73448,13484.397
1.86791,13610.326
2.00133,13729.282
2.13475,13507.254
2.26817,14098.936
2.40159,13649.288
2.53502,14176.108
2.66844,13894.034
2.80186,14062.868
2.93528,14055.722
3.06870,14695.398
3.20212,14690.918
3.33555,15201.508
3.46897,15954.368
3.60239,17474.920
3.73581,16651.207
3.86923,15185.179
4.00266,13137.334
4.13608,11836.670
4.26950,11715.929
4.40292,11979.855
4.53634,11604.863
4.66976,11452.054
