X,Y
0.00000,13815.867
0.13342,14338.567
0.26684,14577.828
0.40027,13993.725
0.53369,13707.731
0.66711,14479.033
0.80053,14128.685
0.93395,14214.479
1.06737,14415.855
1.20080,14548.707
1.33422,14081.609
1.46764,14108.353
1.60106,13879.438
1.73448,13856.490
1.86791,14188.494
2.00133,14169.894
2.13475,14765.290
2.26817,14441.341
2.40159,14925.596
2.53502,14956.380
2.66844,14020.072
2.80186,14379.578
2.93528,14500.987
3.06870,14316.115
3.20212,14599.216
3.33555,14604.341
3.46897,16815.807
3.60239,20035.785
3.73581,30760.594
3.86923,51721.594
4.00266,62012.391
4.13608,50584.988
4.26950,31103.898
4.40292,22506.416
4.53634,18306.814
4.66976,15765.815
