X,Y
0.00000,12811.200
0.13342,15938.848
0.26684,22905.656
0.40027,27188.924
0.53369,27441.326
0.66711,23779.086
0.80053,19831.447
0.93395,17875.691
1.06737,18115.422
1.20080,19206.418
1.33422,20717.023
1.46764,22143.254
1.60106,21286.480
1.73448,20653.020
1.86791,20003.184
2.00133,20044.146
2.13475,19689.564
2.26817,19914.650
2.40159,19103.770
2.53502,18060.482
2.66844,17127.975
2.80186,17088.670
2.93528,16186.112
3.06870,15147.252
3.20212,15042.115
3.33555,15953.558
3.46897,15358.114
3.60239,15246.614
3.73581,15532.306
3.86923,16352.894
4.00266,17726.938
4.13608,18435.613
4.26950,17034.559
