X,Y
0.00000,35102.027
0.13342,34083.594
0.26684,33348.809
0.40027,33547.953
0.53369,35148.863
0.66711,35078.699
0.80053,35321.062
0.93395,35589.152
1.06737,36815.570
1.20080,35413.758
1.33422,35593.633
1.46764,36145.070
1.60106,35554.824
1.73448,36053.445
1.86791,34789.492
2.00133,36512.641
2.13475,34934.703
2.26817,35029.637
2.40159,33376.316
2.53502,33401.582
2.66844,33745.133
2.80186,37018.566
2.93528,35358.535
3.06870,35317.883
3.20212,35414.262
3.33555,35317.801
3.46897,36449.559
3.60239,40475.113
3.73581,51765.160
3.86923,71162.930
4.00266,92476.406
4.13608,85919.344
4.26950,61402.508
4.40292,46622.008
4.53634,40106.375
4.66976,39132.469
