X,Y
0.00000,16728.793
0.13342,17800.240
0.26684,20572.258
0.40027,24980.334
0.53369,24212.006
0.66711,20168.588
0.80053,18683.209
0.93395,19514.934
1.06737,18267.955
1.20080,18804.768
1.33422,18939.074
1.46764,20087.555
1.60106,20424.027
1.73448,20656.104
1.86791,19955.053
2.00133,19670.391
2.13475,19061.791
2.26817,18404.520
