X,Y
0.00000,12499.463
0.13342,12340.381
0.26684,13926.974
0.40027,15412.084
0.53369,18469.324
0.66711,20818.191
0.80053,18030.348
0.93395,17524.184
1.06737,17242.068
1.20080,18675.191
1.33422,18736.666
1.46764,17402.748
1.60106,16508.074
1.73448,16455.586
1.86791,16086.283
2.00133,17446.941
2.13475,18901.844
2.26817,19923.020
2.40159,21355.215
2.53502,19870.078
2.66844,22479.373
2.80186,20121.229
2.93528,18386.449
3.06870,16771.656
3.20212,16988.588
3.33555,16503.943
3.46897,15982.351
3.60239,15481.938
