X,Y
0.00000,36840.098
0.13342,35708.703
0.26684,38369.797
0.40027,35956.543
0.53369,37132.273
0.66711,36558.375
0.80053,37423.117
0.93395,36539.746
1.06737,37095.242
1.20080,39121.371
1.33422,35850.137
1.46764,35299.273
1.60106,36287.223
1.73448,37966.953
1.86791,36315.207
2.00133,37414.844
2.13475,36778.980
2.26817,36792.133
2.40159,38698.477
2.53502,42875.855
2.66844,51252.645
2.80186,71425.844
2.93528,106258.398
3.06870,116086.312
3.20212,75865.188
3.33555,52182.129
3.46897,43543.961
3.60239,40257.156
