X,Y
0.00000,12507.172
0.13342,14730.189
0.26684,18648.814
0.40027,20920.531
0.53369,21093.963
0.66711,19661.891
0.80053,18918.049
0.93395,19131.729
1.06737,18058.283
1.20080,18151.184
1.33422,19150.406
1.46764,18579.064
1.60106,18731.559
1.73448,19732.684
1.86791,19654.688
2.00133,18877.004
2.13475,18948.877
2.26817,18304.738
2.40159,16721.389
2.53502,17417.443
2.66844,18433.352
2.80186,18132.045
2.93528,18376.908
3.06870,18007.674
3.20212,17355.180
3.33555,16878.271
3.46897,16324.712
3.60239,16601.938
3.73581,15397.867
3.86923,15672.396
