X,Y
0.00000,39382.098
0.13342,40321.113
0.26684,38866.262
0.40027,38660.738
0.53369,39010.590
0.66711,39145.137
0.80053,38333.051
0.93395,37756.262
1.06737,37906.426
1.20080,37323.102
1.33422,38235.926
1.46764,37391.180
1.60106,37978.441
1.73448,38934.383
1.86791,38946.703
2.00133,40173.879
2.13475,39398.266
2.26817,37705.254
2.40159,39445.562
2.53502,39635.969
2.66844,40447.207
2.80186,42756.004
2.93528,50106.676
3.06870,58102.738
3.20212,64911.148
3.33555,58342.621
3.46897,49410.602
3.60239,45334.801
