X,Y
0.00000,14016.215
0.13342,13335.568
0.26684,14391.778
0.40027,15091.107
0.53369,15755.784
0.66711,16275.927
0.80053,16604.447
0.93395,15814.911
1.06737,15378.925
1.20080,15654.646
1.33422,15499.145
1.46764,14168.380
1.60106,14042.305
1.73448,12913.579
1.86791,13367.043
2.00133,12754.237
2.13475,13008.683
2.26817,13023.001
2.40159,13495.241
2.53502,13231.172
2.66844,14481.344
2.80186,14098.946
2.93528,14007.849
3.06870,13398.122
3.20212,12999.199
3.33555,12762.982
3.46897,11985.276
3.60239,11552.771
