X,Y
0.00000,39664.277
0.13342,40386.988
0.26684,39309.469
0.40027,36427.602
0.53369,37342.516
0.66711,37664.254
0.80053,38254.602
0.93395,40191.621
1.06737,40529.602
1.20080,39555.613
1.33422,41081.742
1.46764,40758.422
1.60106,40852.668
1.73448,42642.113
1.86791,42104.164
2.00133,43653.492
2.13475,44733.348
2.26817,44283.199
2.40159,44458.906
2.53502,46296.277
2.66844,47199.383
2.80186,48368.332
2.93528,48243.922
3.06870,47167.715
3.20212,47305.406
3.33555,46841.418
3.46897,47609.242
3.60239,49063.566
3.73581,49319.508
3.86923,47491.250
4.00266,44638.605
4.13608,45018.309
4.26950,42713.117
4.40292,41179.695
4.53634,39858.672
4.66976,41170.406
4.80319,39139.594
4.93661,41314.965
5.07003,42997.672
5.20345,44670.148
5.33687,51964.941
5.47030,66089.000
5.60372,88499.055
5.73714,89118.711
5.87056,70611.570
