X,Y
0.00000,12193.887
0.13342,12101.462
0.26684,13427.440
0.40027,15289.989
0.53369,20721.537
0.66711,29575.996
0.80053,32258.270
0.93395,28860.488
1.06737,22933.436
1.20080,20155.303
1.33422,20672.789
1.46764,21264.803
1.60106,22952.369
1.73448,22380.750
1.86791,19991.426
2.00133,19019.086
2.13475,19234.652
2.26817,18034.250
2.40159,17409.158
2.53502,17815.514
2.66844,17717.916
2.80186,16721.439
2.93528,16856.133
3.06870,15913.423
3.20212,15710.838
3.33555,14811.616
3.46897,13550.768
3.60239,14226.716
3.73581,14062.430
3.86923,14783.591
4.00266,15142.896
4.13608,15313.063
