X,Y
0.00000,35559.422
0.13342,35989.469
0.26684,36716.609
0.40027,34390.777
0.53369,36036.395
0.66711,35015.730
0.80053,35439.293
0.93395,36679.914
1.06737,37247.883
1.20080,35713.055
1.33422,36590.324
1.46764,38050.516
1.60106,36896.336
1.73448,35682.211
1.86791,37352.457
2.00133,37757.727
2.13475,36261.668
2.26817,37578.090
2.40159,41013.828
2.53502,42137.250
2.66844,47361.781
2.80186,62778.832
2.93528,100447.203
3.06870,158170.219
3.20212,169620.812
3.33555,117467.922
3.46897,73142.305
3.60239,66641.188
