X,Y
0.00000,13571.373
0.13342,14408.613
0.26684,15283.169
0.40027,18739.090
0.53369,22751.039
0.66711,24877.641
0.80053,23073.262
0.93395,20308.527
1.06737,19213.750
1.20080,19169.844
1.33422,19829.080
1.46764,20019.338
1.60106,20491.893
1.73448,21135.027
1.86791,21964.555
2.00133,21239.977
2.13475,20465.049
2.26817,19123.508
2.40159,17485.688
2.53502,16862.158
2.66844,16496.846
2.80186,15186.094
2.93528,14366.715
3.06870,13425.596
3.20212,13644.899
3.33555,14086.816
3.46897,13986.259
3.60239,13902.334
3.73581,13662.602
3.86923,14052.533
4.00266,14346.478
4.13608,13804.388
4.26950,13145.438
4.40292,13864.274
4.53634,13505.318
4.66976,13926.022
4.80319,14091.110
4.93661,14934.512
5.07003,14516.537
5.20345,14180.404
5.33687,14745.751
5.47030,14670.470
5.60372,15211.512
5.73714,14811.299
5.87056,15807.844
6.00398,15497.533
6.13741,14610.063
6.27083,14768.984
6.40425,15086.550
6.53767,15624.935
6.67109,15885.563
6.80451,15917.134
6.93794,15392.626
7.07136,15478.447
7.20478,15724.348
7.33820,15878.944
7.47162,16690.746
7.60505,17506.746
7.73847,16777.959
7.87189,15638.011
8.00531,15156.184
8.13873,15089.745
