X,Y
0.00000,13194.324
0.13342,16578.904
0.26684,21939.990
0.40027,27808.006
0.53369,27577.574
0.66711,24744.660
0.80053,24173.656
0.93395,22798.049
1.06737,21406.973
1.20080,20219.785
1.33422,19538.172
1.46764,18813.777
1.60106,19047.568
1.73448,18143.469
1.86791,17555.213
2.00133,19056.934
2.13475,18477.947
2.26817,19025.217
2.40159,20270.740
2.53502,21026.418
2.66844,21065.545
2.80186,20980.229
2.93528,21498.205
3.06870,19978.842
3.20212,19082.070
3.33555,17923.531
3.46897,17476.664
3.60239,17492.238
3.73581,18493.756
3.86923,19654.971
4.00266,18371.672
4.13608,16359.915
4.26950,15588.152
4.40292,15048.196
4.53634,13850.306
4.66976,12755.292
4.80319,12020.710
