X,Y
0.00000,36236.480
0.13342,35599.977
0.26684,36631.246
0.40027,36913.652
0.53369,36217.348
0.66711,38738.418
0.80053,37884.559
0.93395,39648.238
1.06737,37603.020
1.20080,37865.086
1.33422,38765.254
1.46764,38657.754
1.60106,38002.672
1.73448,37770.422
1.86791,38895.652
2.00133,38830.316
2.13475,38903.125
2.26817,38920.703
2.40159,39648.145
2.53502,40645.801
2.66844,40703.055
2.80186,40017.836
2.93528,42056.043
3.06870,40094.227
3.20212,39047.910
3.33555,38690.324
3.46897,38020.027
3.60239,38776.207
3.73581,40657.422
3.86923,41110.953
4.00266,43126.480
4.13608,50706.777
4.26950,66671.641
4.40292,71187.812
4.53634,56814.219
4.66976,46502.113
4.80319,41092.531
