X,Y
0.00000,13091.377
0.13342,15031.062
0.26684,19020.604
0.40027,25784.070
0.53369,27963.537
0.66711,24257.555
0.80053,20466.137
0.93395,18728.277
1.06737,18772.270
1.20080,18891.689
1.33422,18164.006
1.46764,17871.684
1.60106,16749.404
1.73448,16244.675
1.86791,16172.775
2.00133,16420.703
2.13475,16054.982
2.26817,16296.790
2.40159,16771.148
2.53502,18132.143
2.66844,17462.303
2.80186,17988.955
2.93528,18889.980
3.06870,18616.807
3.20212,17538.924
3.33555,17903.488
3.46897,16777.068
3.60239,15827.225
3.73581,15586.792
3.86923,16452.531
4.00266,15945.138
4.13608,15341.033
4.26950,14681.062
