X,Y
0.00000,13510.251
0.13342,13826.188
0.26684,16254.792
0.40027,20603.518
0.53369,23418.162
0.66711,22920.973
0.80053,22402.270
0.93395,19586.525
1.06737,20698.273
1.20080,20679.768
1.33422,19878.703
1.46764,19121.730
1.60106,18933.633
1.73448,18642.293
1.86791,19015.363
2.00133,20805.842
2.13475,21045.211
2.26817,20542.893
2.40159,19719.908
2.53502,21200.613
2.66844,20846.576
2.80186,19939.152
2.93528,19937.982
3.06870,19582.258
3.20212,17621.350
3.33555,16854.812
3.46897,16369.599
3.60239,15389.028
3.73581,16275.826
3.86923,15166.706
4.00266,13941.855
4.13608,13719.515
4.26950,12961.680
4.40292,13510.154
