X,Y
0.00000,33599.570
0.13342,34758.453
0.26684,33868.797
0.40027,33076.133
0.53369,34370.883
0.66711,33152.691
0.80053,33580.988
0.93395,32687.289
1.06737,35845.012
1.20080,33707.848
1.33422,33354.551
1.46764,33512.469
1.60106,34218.586
1.73448,33299.184
1.86791,35356.820
2.00133,36659.387
2.13475,35188.129
2.26817,34947.586
2.40159,35862.082
2.53502,37164.035
2.66844,38819.340
2.80186,38545.855
2.93528,41767.582
3.06870,49010.004
3.20212,64067.227
3.33555,75897.273
3.46897,66534.680
3.60239,52641.387
3.73581,45712.426
3.86923,41653.824
