X,Y
0.00000,32361.900
0.13342,34878.312
0.26684,33387.484
0.40027,34498.211
0.53369,35099.480
0.66711,33495.367
0.80053,35605.445
0.93395,35028.656
1.06737,35901.434
1.20080,35266.758
1.33422,33197.879
1.46764,35605.934
1.60106,34788.668
1.73448,33916.848
1.86791,35887.801
2.00133,36064.766
2.13475,35677.531
2.26817,34176.375
2.40159,35617.238
2.53502,36622.992
2.66844,36977.109
2.80186,37356.660
2.93528,40869.852
3.06870,45011.609
3.20212,56575.402
3.33555,58382.840
3.46897,50573.461
3.60239,42747.047
3.73581,39493.793
