X,Y
0.00000,14099.929
0.13342,13800.375
0.26684,16693.812
0.40027,22614.145
0.53369,29489.469
0.66711,31095.078
0.80053,29690.260
0.93395,27626.471
1.06737,29213.941
1.20080,26466.666
1.33422,24716.750
1.46764,22405.102
1.60106,22258.662
1.73448,22598.500
1.86791,21976.893
2.00133,21879.650
2.13475,21713.121
2.26817,20863.348
2.40159,21197.783
2.53502,19858.900
2.66844,18860.863
2.80186,18712.289
2.93528,19831.008
3.06870,19918.275
3.20212,20113.029
3.33555,20725.484
3.46897,20424.404
3.60239,17838.281
3.73581,17506.523
3.86923,16802.447
4.00266,15763.223
