X,Y
0.00000,17290.410
0.13342,17563.082
0.26684,22682.125
0.40027,30712.879
0.53369,33504.465
0.66711,29751.113
0.80053,26466.928
0.93395,24977.316
1.06737,25539.012
1.20080,25089.324
1.33422,24020.725
1.46764,23024.789
1.60106,23549.195
1.73448,22388.959
1.86791,20926.422
2.00133,19323.307
2.13475,19404.699
2.26817,19565.119
2.40159,19223.402
2.53502,17702.422
2.66844,17511.291
2.80186,18406.242
2.93528,19332.900
3.06870,19805.195
3.20212,18356.434
3.33555,19064.734
3.46897,19381.682
3.60239,20850.051
3.73581,22513.529
3.86923,21712.434
4.00266,19562.789
4.13608,18369.924
4.26950,18566.078
4.40292,18562.766
4.53634,17342.037
4.66976,17703.057
4.80319,17496.328
4.93661,17164.006
5.07003,17476.564
5.20345,16853.865
5.33687,15666.502
5.47030,15178.838
5.60372,14403.306
5.73714,14413.525
5.87056,14035.968
6.00398,13626.045
