X,Y
0.00000,15750.588
0.13342,15796.812
0.26684,16451.811
0.40027,20103.504
0.53369,25020.562
0.66711,28258.723
0.80053,26107.977
0.93395,23609.045
1.06737,21819.916
1.20080,20717.926
1.33422,19325.436
1.46764,18580.797
1.60106,19413.369
1.73448,20925.965
1.86791,22757.219
2.00133,19866.230
2.13475,17502.693
2.26817,15978.419
2.40159,16065.379
2.53502,15127.061
2.66844,14140.073
2.80186,14400.916
2.93528,14989.344
3.06870,13241.763
3.20212,13238.538
3.33555,13688.100
3.46897,13490.999
3.60239,13260.413
3.73581,13637.281
