X,Y
0.00000,33341.117
0.13342,32202.951
0.26684,33234.262
0.40027,33219.738
0.53369,35169.969
0.66711,34156.352
0.80053,34635.492
0.93395,35307.988
1.06737,35249.234
1.20080,34776.465
1.33422,33855.039
1.46764,34024.852
1.60106,35610.828
1.73448,33503.438
1.86791,34741.305
2.00133,34703.484
2.13475,32486.016
2.26817,33230.273
2.40159,34671.430
2.53502,33124.543
2.66844,35373.902
2.80186,43824.223
2.93528,59416.816
3.06870,85203.039
3.20212,89788.266
3.33555,66875.406
3.46897,46862.422
3.60239,40048.340
