X,Y
0.00000,14712.126
0.13342,17400.736
0.26684,18982.916
0.40027,18982.738
0.53369,19384.965
0.66711,20049.174
0.80053,19976.131
0.93395,18695.688
1.06737,17424.672
1.20080,16843.674
1.33422,16902.809
1.46764,17757.383
1.60106,17588.807
1.73448,17218.957
1.86791,17301.420
2.00133,16208.487
2.13475,15226.263
2.26817,15582.591
2.40159,15811.415
2.53502,15827.495
2.66844,16069.521
2.80186,16710.832
2.93528,17282.734
3.06870,16316.311
3.20212,14853.554
3.33555,13289.583
3.46897,13108.649
3.60239,12709.102
3.73581,11841.812
