X,Y
0.00000,12014.749
0.13342,12074.915
0.26684,14944.570
0.40027,18569.254
0.53369,20735.016
0.66711,20542.219
0.80053,18694.924
0.93395,17537.697
1.06737,16914.053
1.20080,16251.649
1.33422,16303.123
1.46764,16043.025
1.60106,15455.062
1.73448,14866.229
1.86791,14034.951
2.00133,14571.668
2.13475,13757.764
2.26817,14654.245
2.40159,15850.922
2.53502,17872.027
2.66844,16806.855
2.80186,15028.633
2.93528,14030.347
3.06870,13215.504
3.20212,13384.229
3.33555,13583.055
3.46897,13480.226
3.60239,13076.263
