X,Y
0.00000,12994.157
0.13342,14521.136
0.26684,20046.242
0.40027,33247.711
0.53369,50641.352
0.66711,47900.047
0.80053,32311.912
0.93395,24023.529
1.06737,20684.438
1.20080,18726.561
1.33422,19075.396
1.46764,18056.432
1.60106,17251.154
1.73448,16947.488
1.86791,15119.569
2.00133,14930.914
2.13475,14627.417
2.26817,14508.371
2.40159,14656.567
2.53502,15837.810
2.66844,15512.953
2.80186,15383.507
2.93528,14863.428
3.06870,14859.110
3.20212,14596.668
3.33555,14829.418
3.46897,14990.196
3.60239,14450.809
3.73581,14971.381
3.86923,15334.579
4.00266,15820.363
4.13608,16135.756
