X,Y
0.00000,14004.708
0.13342,15630.312
0.26684,20283.867
0.40027,31505.332
0.53369,44928.422
0.66711,43449.891
0.80053,33889.914
0.93395,26310.215
1.06737,24568.697
1.20080,24588.613
1.33422,24814.498
1.46764,22935.684
1.60106,23844.531
1.73448,23688.760
1.86791,21499.053
2.00133,19925.918
2.13475,19378.609
2.26817,21189.682
2.40159,21123.398
2.53502,22681.199
2.66844,24206.465
2.80186,22625.676
2.93528,20968.443
3.06870,21448.838
3.20212,21571.570
3.33555,24387.621
3.46897,23937.697
3.60239,22694.783
3.73581,19895.230
3.86923,18241.221
4.00266,17297.518
4.13608,16671.721
4.26950,16307.988
4.40292,16326.903
4.53634,15505.052
4.66976,15233.778
