X,Y
0.00000,12940.026
0.13342,15952.732
0.26684,19538.018
0.40027,24747.562
0.53369,24269.457
0.66711,21518.506
0.80053,20000.424
0.93395,20463.242
1.06737,19602.859
1.20080,19475.529
1.33422,18636.338
1.46764,18145.891
1.60106,18516.434
1.73448,18778.568
1.86791,18896.625
2.00133,18053.107
2.13475,17379.402
2.26817,17096.424
2.40159,16448.914
2.53502,16824.480
2.66844,16545.971
2.80186,15720.198
2.93528,14956.049
3.06870,14185.412
3.20212,13655.331
3.33555,13664.441
3.46897,12841.363
3.60239,13638.416
3.73581,14417.792
