X,Y
0.00000,36270.035
0.13342,36672.414
0.26684,35511.434
0.40027,34854.906
0.53369,34524.508
0.66711,37180.156
0.80053,36935.832
0.93395,36830.078
1.06737,36871.762
1.20080,38042.070
1.33422,38585.797
1.46764,36442.156
1.60106,38317.754
1.73448,39232.738
1.86791,38247.535
2.00133,39877.574
2.13475,39477.672
2.26817,39207.324
2.40159,40181.363
2.53502,39786.578
2.66844,37574.891
2.80186,38406.305
2.93528,39824.016
3.06870,42625.070
3.20212,48644.535
3.33555,59661.906
3.46897,59217.082
3.60239,52292.676
3.73581,46869.711
3.86923,43696.555
4.00266,42441.457
