X,Y
0.00000,10525.758
0.13342,10966.239
0.26684,12337.646
0.40027,14650.270
0.53369,16794.971
0.66711,16107.021
0.80053,16270.938
0.93395,16432.416
1.06737,16663.898
1.20080,16202.566
1.33422,16837.723
1.46764,15830.154
1.60106,15493.095
1.73448,14692.609
1.86791,14426.311
2.00133,14624.857
2.13475,14738.472
2.26817,15199.229
2.40159,15489.307
2.53502,16508.262
2.66844,17099.406
2.80186,15134.664
2.93528,16615.578
3.06870,15321.683
3.20212,14356.209
3.33555,14188.275
3.46897,13949.264
3.60239,13538.646
3.73581,12988.307
3.86923,13017.693
4.00266,12818.236
