X,Y
0.0000,38011.023
0.1334,38485.141
0.2668,37065.121
0.4003,37853.875
0.5337,37721.879
0.6671,37017.863
0.8005,36180.164
0.9340,37894.312
1.0674,38846.953
1.2008,38058.562
1.3342,38889.234
1.4676,39998.070
1.6011,39814.473
1.7345,37929.098
1.8679,38964.547
2.0013,38515.555
2.1347,37099.109
2.2682,37470.746
2.4016,36878.027
2.5350,37919.684
2.6684,37471.688
2.8019,37680.793
2.9353,37379.898
3.0687,36433.020
3.2021,36583.953
3.3355,38166.605
3.4690,35760.180
3.6024,36098.508
3.7358,36661.762
3.8692,35723.047
4.0027,36615.262
4.1361,37273.926
4.2695,37789.613
4.4029,36665.824
4.5363,37741.152
4.6698,37327.688
4.8032,36763.324
4.9366,37264.680
5.0700,37332.836
5.2035,36683.984
5.3369,37389.387
5.4703,36067.676
5.6037,35659.266
5.7371,36399.281
5.8706,36558.777
6.0040,36928.223
6.1374,36802.578
6.2708,35073.668
6.4042,37353.684
6.5377,38102.703
6.6711,36991.508
6.8045,36710.656
6.9379,36564.402
7.0714,35571.211
7.2048,35319.871
7.3382,36951.578
7.4716,38225.812
7.6050,36214.211
7.7385,35535.375
7.8719,37594.211
8.0053,35080.863
8.1387,36123.113
8.2722,36310.785
8.4056,35442.562
8.5390,35069.281
8.6724,36051.273
8.8058,36510.234
8.9393,38221.762
9.0727,41856.953
9.2061,52492.172
9.3395,67098.516
9.4730,70962.117
9.6064,64840.820
9.7398,59673.984
9.8732,49448.453
10.0066,42630.996
10.1401,37843.562
