X,Y
0.00000,20840.730
0.13342,29041.869
0.26684,31945.580
0.40027,26920.975
0.53369,21958.406
0.66711,20384.883
0.80053,22114.578
0.93395,21230.133
1.06737,19562.229
1.20080,18519.000
1.33422,18218.664
1.46764,17676.994
1.60106,17954.594
1.73448,17798.566
1.86791,17496.854
2.00133,17844.512
2.13475,17298.934
2.26817,17711.250
2.40159,17832.801
2.53502,16746.143
2.66844,16507.303
2.80186,16482.885
2.93528,15941.720
3.06870,16019.637
3.20212,16810.641
3.33555,15857.993
3.46897,15223.452
3.60239,15011.188
3.73581,13054.243
3.86923,13517.498
