X,Y
0.0000,12926.507
0.1334,13046.274
0.2668,15794.221
0.4003,20016.688
0.5337,22393.191
0.6671,21078.141
0.8005,18736.258
0.9340,17307.520
1.0674,18875.248
1.2008,18798.119
1.3342,18755.068
1.4676,17650.055
1.6011,17504.426
1.7345,17497.273
1.8679,17836.883
2.0013,19596.850
2.1347,20680.480
2.2682,20657.146
2.4016,19456.293
2.5350,19335.352
2.6684,18841.412
2.8019,19766.676
2.9353,20530.164
3.0687,20182.387
3.2021,20376.670
3.3355,19718.320
3.4690,18591.904
3.6024,18548.336
3.7358,18000.576
3.8692,16950.695
4.0027,17004.027
4.1361,15695.845
4.2695,15331.116
4.4029,15211.754
4.5363,14841.942
4.6698,14212.815
4.8032,14333.022
4.9366,14011.719
5.0700,14203.011
5.2035,13466.210
5.3369,13934.924
5.4703,15294.982
5.6037,16797.980
5.7371,17772.379
5.8706,16626.074
6.0040,17209.859
6.1374,17234.369
6.2708,18270.539
6.4042,18039.422
6.5377,17723.980
6.6711,16220.619
6.8045,16518.900
6.9379,15616.124
7.0714,16218.607
7.2048,16015.715
7.3382,16048.496
7.4716,16634.480
7.6050,16411.129
7.7385,16180.460
7.8719,15503.001
8.0053,16324.115
8.1387,16925.264
8.2722,17267.498
8.4056,17509.322
8.5390,17355.209
8.6724,17244.650
8.8058,17914.744
8.9393,18941.053
9.0727,19874.148
9.2061,21458.246
9.3395,19924.561
9.4730,16360.440
9.6064,16075.189
9.7398,14448.339
9.8732,13464.634
10.0066,12959.641
10.1401,12321.755
