X,Y
0.00000,36412.559
0.13342,35408.848
0.26684,35702.785
0.40027,36933.797
0.53369,36828.289
0.66711,36495.223
0.80053,36550.496
0.93395,36426.859
1.06737,36114.699
1.20080,35644.723
1.33422,36567.668
1.46764,35150.445
1.60106,35575.445
1.73448,35592.000
1.86791,36254.266
2.00133,37123.695
2.13475,37609.594
2.26817,35928.504
2.40159,36955.801
2.53502,36371.340
2.66844,36701.746
2.80186,36905.000
2.93528,36957.754
3.06870,37878.355
3.20212,38006.203
3.33555,39062.969
3.46897,40277.684
3.60239,39698.816
3.73581,43746.285
3.86923,57688.176
4.00266,85983.477
4.13608,133388.766
4.26950,141598.359
4.40292,97022.016
4.53634,61319.672
