X,Y
0.00000,10947.631
0.13342,11851.555
0.26684,13956.349
0.40027,16555.672
0.53369,17741.074
0.66711,17148.865
0.80053,15606.594
0.93395,13800.790
1.06737,13386.817
1.20080,13473.271
1.33422,12972.363
1.46764,14626.870
1.60106,15510.276
1.73448,16398.824
1.86791,16654.977
2.00133,16558.270
2.13475,15811.448
2.26817,15765.809
2.40159,15572.048
2.53502,16373.992
2.66844,15939.129
2.80186,15371.164
2.93528,14843.915
3.06870,13358.458
3.20212,13524.255
3.33555,13369.294
3.46897,12926.229
3.60239,13108.755
3.73581,12974.045
