X,Y
0.00000,37292.379
0.13342,36193.820
0.26684,37439.180
0.40027,38430.965
0.53369,36501.203
0.66711,36142.027
0.80053,34969.598
0.93395,36514.094
1.06737,36210.605
1.20080,34630.984
1.33422,35537.152
1.46764,35309.098
1.60106,36592.727
1.73448,36798.758
1.86791,33433.703
2.00133,34104.996
2.13475,35009.027
2.26817,34632.582
2.40159,34787.754
2.53502,35545.316
2.66844,33822.613
2.80186,36250.656
2.93528,35451.750
3.06870,35938.574
3.20212,35908.504
3.33555,37084.301
3.46897,40605.941
3.60239,47465.715
3.73581,53385.660
3.86923,50408.742
4.00266,42912.477
4.13608,37938.039
4.26950,34932.863
