X,Y
0.00000,37735.582
0.13342,38648.258
0.26684,39687.707
0.40027,40993.086
0.53369,42035.082
0.66711,42729.570
0.80053,41975.137
0.93395,42238.957
1.06737,43524.848
1.20080,43107.430
1.33422,42190.047
1.46764,43314.844
1.60106,44731.121
1.73448,41890.293
1.86791,40713.945
2.00133,39920.176
2.13475,40793.547
2.26817,40526.031
2.40159,40974.668
2.53502,41216.781
2.66844,41420.547
2.80186,42924.984
2.93528,43780.324
3.06870,46300.156
3.20212,57283.523
3.33555,80550.047
3.46897,98375.750
3.60239,88593.453
3.73581,65655.992
3.86923,53352.887
4.00266,49000.340
4.13608,51240.699
