X,Y
0.00000,32497.598
0.13342,32749.457
0.26684,33400.520
0.40027,32070.715
0.53369,33056.668
0.66711,33319.176
0.80053,31660.932
0.93395,34121.930
1.06737,33959.477
1.20080,33617.066
1.33422,33992.574
1.46764,31345.232
1.60106,32583.877
1.73448,32774.996
1.86791,32208.484
2.00133,32960.996
2.13475,33373.125
2.26817,36372.008
2.40159,39602.195
2.53502,47429.430
2.66844,64527.109
2.80186,108627.336
2.93528,140946.391
3.06870,117824.109
3.20212,73199.961
3.33555,50237.449
3.46897,40704.379
3.60239,39760.535
