X,Y
0.00000,40598.867
0.13342,41147.027
0.26684,38389.391
0.40027,39351.676
0.53369,38988.363
0.66711,38858.238
0.80053,37883.594
0.93395,39410.637
1.06737,39861.227
1.20080,39390.480
1.33422,38933.930
1.46764,40811.879
1.60106,40723.148
1.73448,42121.715
1.86791,40920.562
2.00133,38721.660
2.13475,40314.645
2.26817,42409.496
2.40159,42429.418
2.53502,42857.031
2.66844,41987.152
2.80186,40210.590
2.93528,42505.855
3.06870,42021.855
3.20212,42363.258
3.33555,45701.121
3.46897,55911.516
3.60239,65747.039
3.73581,59484.355
3.86923,50592.598
4.00266,47831.688
4.13608,50272.023
