X,Y
0.00000,38728.254
0.13342,38971.312
0.26684,37944.008
0.40027,38953.340
0.53369,38544.402
0.66711,40480.082
0.80053,38594.730
0.93395,38154.016
1.06737,36808.215
1.20080,38759.801
1.33422,37954.469
1.46764,38688.637
1.60106,39122.625
1.73448,40176.578
1.86791,39582.660
2.00133,40974.363
2.13475,41640.246
2.26817,41638.512
2.40159,41491.781
2.53502,38790.887
2.66844,39789.805
2.80186,41284.793
2.93528,41120.117
3.06870,40192.281
3.20212,39342.207
3.33555,39757.918
3.46897,40134.797
3.60239,40739.223
3.73581,44811.523
3.86923,52721.609
4.00266,63259.176
4.13608,62122.340
4.26950,49344.113
4.40292,42376.988
