X,Y
0.00000,13514.629
0.13342,14889.581
0.26684,19051.141
0.40027,24889.271
0.53369,26336.023
0.66711,23211.455
0.80053,21733.211
0.93395,21530.367
1.06737,20260.904
1.20080,18829.037
1.33422,17984.553
1.46764,18335.912
1.60106,19310.859
1.73448,21091.945
1.86791,20109.260
2.00133,19896.137
2.13475,19097.594
2.26817,18483.811
2.40159,17909.768
2.53502,18077.049
2.66844,17845.137
2.80186,18329.676
2.93528,18232.832
3.06870,19011.029
3.20212,18058.420
3.33555,19851.131
3.46897,19823.400
3.60239,20619.139
3.73581,18198.619
3.86923,16812.016
4.00266,15086.687
4.13608,14223.520
4.26950,15362.938
4.40292,14130.738
