X,Y
0.00000,13344.358
0.13342,15415.078
0.26684,20748.525
0.40027,31203.602
0.53369,32797.746
0.66711,28832.689
0.80053,25326.344
0.93395,25412.678
1.06737,25477.250
1.20080,25115.842
1.33422,25254.260
1.46764,24774.006
1.60106,24930.369
1.73448,23532.770
1.86791,24271.094
2.00133,22831.303
2.13475,21154.932
2.26817,20240.564
2.40159,19466.031
2.53502,18301.809
2.66844,17610.570
2.80186,17433.412
2.93528,15616.201
3.06870,16475.016
3.20212,16987.816
3.33555,16623.305
3.46897,15877.564
3.60239,15756.944
3.73581,15921.348
