X,Y
0.00000,13088.884
0.13342,14630.423
0.26684,18752.086
0.40027,26364.516
0.53369,30931.424
0.66711,30787.506
0.80053,27093.227
0.93395,22689.527
1.06737,20253.449
1.20080,18988.902
1.33422,18267.492
1.46764,20184.371
1.60106,20275.578
1.73448,18563.271
1.86791,17891.318
2.00133,17677.012
2.13475,16726.096
2.26817,16195.497
2.40159,17014.309
2.53502,16847.221
2.66844,16371.569
2.80186,16212.561
2.93528,16775.893
3.06870,16899.088
3.20212,15416.337
3.33555,15049.652
3.46897,13792.537
3.60239,14281.761
3.73581,13836.638
3.86923,15343.890
4.00266,15848.339
