X,Y
0.00000,36712.363
0.13342,37982.281
0.26684,37946.641
0.40027,38095.188
0.53369,38420.039
0.66711,40101.902
0.80053,39282.410
0.93395,39173.543
1.06737,38021.625
1.20080,39049.875
1.33422,40121.652
1.46764,38544.051
1.60106,37436.996
1.73448,38303.719
1.86791,38764.059
2.00133,37552.559
2.13475,37604.711
2.26817,38435.262
2.40159,38492.402
2.53502,39457.949
2.66844,38500.473
2.80186,39327.062
2.93528,38857.484
3.06870,41213.566
3.20212,42145.371
3.33555,49336.758
3.46897,62906.945
3.60239,71768.852
3.73581,63404.473
3.86923,55843.980
4.00266,60863.785
