X,Y
0.00000,13080.528
0.13342,12980.963
0.26684,13528.863
0.40027,15754.651
0.53369,19533.629
0.66711,20756.857
0.80053,19284.482
0.93395,18419.045
1.06737,17587.090
1.20080,17027.180
1.33422,17241.637
1.46764,17110.342
1.60106,16913.158
1.73448,16649.992
1.86791,16287.328
2.00133,16120.256
2.13475,15140.581
2.26817,15280.446
2.40159,15944.817
2.53502,15581.040
2.66844,14917.375
2.80186,15755.127
2.93528,15190.034
3.06870,14893.413
3.20212,15080.458
3.33555,16012.445
3.46897,15462.722
3.60239,15965.944
3.73581,16213.838
3.86923,17773.273
