X,Y
0.00000,40435.699
0.13342,39412.988
0.26684,37890.613
0.40027,38067.055
0.53369,39045.582
0.66711,40082.645
0.80053,38226.961
0.93395,39341.539
1.06737,38860.684
1.20080,40745.137
1.33422,39259.680
1.46764,38056.555
1.60106,37742.652
1.73448,39262.492
1.86791,38532.402
2.00133,39763.164
2.13475,40271.207
2.26817,40719.445
2.40159,41576.496
2.53502,41148.910
2.66844,40287.535
2.80186,41179.555
2.93528,42320.176
3.06870,42907.738
3.20212,42200.449
3.33555,43377.738
3.46897,48121.691
3.60239,58979.688
3.73581,63782.215
3.86923,62556.250
