X,Y
0.00000,15707.860
0.13342,21428.641
0.26684,30496.307
0.40027,35146.910
0.53369,32958.121
0.66711,28963.076
0.80053,26395.693
0.93395,24130.387
1.06737,21960.754
1.20080,20820.926
1.33422,20322.332
1.46764,21733.684
1.60106,21590.891
1.73448,20685.734
1.86791,20091.270
2.00133,20329.346
2.13475,19977.816
2.26817,19821.541
2.40159,19124.498
2.53502,19709.646
2.66844,19616.811
2.80186,19843.129
2.93528,19007.262
3.06870,18037.867
3.20212,17753.506
3.33555,16568.236
3.46897,16573.799
3.60239,15877.208
3.73581,15728.193
3.86923,16067.975
4.00266,15421.322
4.13608,16971.600
4.26950,16633.381
