X,Y
0.00000,13086.598
0.13342,14407.368
0.26684,17430.990
0.40027,21431.914
0.53369,29304.311
0.66711,28268.445
0.80053,22083.357
0.93395,21204.064
1.06737,20821.488
1.20080,21049.031
1.33422,20380.242
1.46764,22661.967
1.60106,22788.229
1.73448,20543.842
1.86791,19243.301
2.00133,19814.014
2.13475,20560.391
2.26817,21756.207
2.40159,22085.455
2.53502,21695.545
2.66844,22344.553
2.80186,21328.473
2.93528,19874.598
3.06870,18749.086
3.20212,16301.343
3.33555,16199.025
3.46897,16645.080
3.60239,15723.427
