X,Y
0.00000,35375.441
0.13342,35219.863
0.26684,37681.891
0.40027,34720.141
0.53369,35039.137
0.66711,36191.793
0.80053,36958.691
0.93395,37711.715
1.06737,35981.770
1.20080,36650.859
1.33422,36657.762
1.46764,36171.582
1.60106,36474.434
1.73448,35622.465
1.86791,34600.648
2.00133,35644.695
2.13475,35729.547
2.26817,33920.734
2.40159,35197.969
2.53502,36693.598
2.66844,34062.715
2.80186,34175.027
2.93528,36352.969
3.06870,41391.551
3.20212,47296.551
3.33555,46276.879
3.46897,40755.168
3.60239,37513.227
3.73581,34146.742
